,sim_name,method,expected_theta,theta_prom,error,est_theta_list,room.t60,mic_array.d,mic_array.position,source.position
594,"sim_T0.20s_d0.8_s[6.0,5.0,1.0]_m[7.0,6.0,1.0]",Classic,61.189,32.663,0.02511,"[0.0, 37.54, 31.97, 28.48]",0.2,0.775,"[6, 5, 1]","[7, 6, 1]"
595,"sim_T0.20s_d0.8_s[6.0,5.0,1.0]_m[7.0,6.0,1.0]",ROTH,61.189,32.663,0.02511,"[0.0, 37.54, 31.97, 28.48]",0.2,0.775,"[6, 5, 1]","[7, 6, 1]"
596,"sim_T0.20s_d0.8_s[6.0,5.0,1.0]_m[7.0,6.0,1.0]",PHAT,61.189,32.663,0.02511,"[0.0, 37.54, 31.97, 28.48]",0.2,0.775,"[6, 5, 1]","[7, 6, 1]"
597,"sim_T0.20s_d0.8_s[6.0,5.0,1.0]_m[7.0,6.0,1.0]",SCOT,61.189,32.663,0.02511,"[0.0, 37.54, 31.97, 28.48]",0.2,0.775,"[6, 5, 1]","[7, 6, 1]"
598,"sim_T0.20s_d0.8_s[6.0,5.0,1.0]_m[7.0,6.0,1.0]",ECKART,61.189,32.16,0.02601,"[0.0, 39.24, 31.47, 25.77]",0.2,0.775,"[6, 5, 1]","[7, 6, 1]"
599,"sim_T0.20s_d0.8_s[6.0,5.0,1.0]_m[7.0,6.0,1.0]",HT,61.189,32.663,0.02511,"[0.0, 37.54, 31.97, 28.48]",0.2,0.775,"[6, 5, 1]","[7, 6, 1]"
600,"sim_T0.20s_d1.0_s[9.0,0.0,1.0]_m[9.0,8.0,1.0]",Classic,75.964,83.517,0.00176,"[0.0, 87.13, 83.43, 79.99]",0.2,1.0,"[9, 0, 1]","[9, 8, 1]"
601,"sim_T0.20s_d1.0_s[9.0,0.0,1.0]_m[9.0,8.0,1.0]",ROTH,75.964,85.543,0.00283,"[0.0, 86.72, 90.2, 79.71]",0.2,1.0,"[9, 0, 1]","[9, 8, 1]"
602,"sim_T0.20s_d1.0_s[9.0,0.0,1.0]_m[9.0,8.0,1.0]",PHAT,75.964,85.543,0.00283,"[0.0, 86.72, 90.2, 79.71]",0.2,1.0,"[9, 0, 1]","[9, 8, 1]"
603,"sim_T0.20s_d1.0_s[9.0,0.0,1.0]_m[9.0,8.0,1.0]",SCOT,75.964,85.543,0.00283,"[0.0, 86.72, 90.2, 79.71]",0.2,1.0,"[9, 0, 1]","[9, 8, 1]"
604,"sim_T0.20s_d1.0_s[9.0,0.0,1.0]_m[9.0,8.0,1.0]",ECKART,75.964,84.3,0.00214,"[0.0, 85.9, 85.08, 81.92]",0.2,1.0,"[9, 0, 1]","[9, 8, 1]"
605,"sim_T0.20s_d1.0_s[9.0,0.0,1.0]_m[9.0,8.0,1.0]",HT,75.964,85.543,0.00283,"[0.0, 86.72, 90.2, 79.71]",0.2,1.0,"[9, 0, 1]","[9, 8, 1]"
606,"sim_T0.20s_d1.0_s[9.0,0.0,1.0]_m[5.0,5.0,1.0]",Classic,140.19400000000002,120.48,0.012,"[0.0, 124.87, 120.73, 115.84]",0.2,1.0,"[9, 0, 1]","[5, 5, 1]"
607,"sim_T0.20s_d1.0_s[9.0,0.0,1.0]_m[5.0,5.0,1.0]",ROTH,140.19400000000002,120.647,0.01179,"[0.0, 125.37, 120.73, 115.84]",0.2,1.0,"[9, 0, 1]","[5, 5, 1]"
608,"sim_T0.20s_d1.0_s[9.0,0.0,1.0]_m[5.0,5.0,1.0]",PHAT,140.19400000000002,120.647,0.01179,"[0.0, 125.37, 120.73, 115.84]",0.2,1.0,"[9, 0, 1]","[5, 5, 1]"
609,"sim_T0.20s_d1.0_s[9.0,0.0,1.0]_m[5.0,5.0,1.0]",SCOT,140.19400000000002,120.647,0.01179,"[0.0, 125.37, 120.73, 115.84]",0.2,1.0,"[9, 0, 1]","[5, 5, 1]"
610,"sim_T0.20s_d1.0_s[9.0,0.0,1.0]_m[5.0,5.0,1.0]",ECKART,140.19400000000002,118.967,0.01391,"[0.0, 122.89, 119.07, 114.94]",0.2,1.0,"[9, 0, 1]","[5, 5, 1]"
611,"sim_T0.20s_d1.0_s[9.0,0.0,1.0]_m[5.0,5.0,1.0]",HT,140.19400000000002,120.647,0.01179,"[0.0, 125.37, 120.73, 115.84]",0.2,1.0,"[9, 0, 1]","[5, 5, 1]"
612,"sim_T0.20s_d1.0_s[9.0,0.0,1.0]_m[5.0,4.0,1.0]",Classic,146.31,126.097,0.01261,"[0.0, 131.1, 126.38, 120.81]",0.2,1.0,"[9, 0, 1]","[5, 4, 1]"
613,"sim_T0.20s_d1.0_s[9.0,0.0,1.0]_m[5.0,4.0,1.0]",ROTH,146.31,126.28,0.01238,"[0.0, 131.65, 126.38, 120.81]",0.2,1.0,"[9, 0, 1]","[5, 4, 1]"
614,"sim_T0.20s_d1.0_s[9.0,0.0,1.0]_m[5.0,4.0,1.0]",PHAT,146.31,126.28,0.01238,"[0.0, 131.65, 126.38, 120.81]",0.2,1.0,"[9, 0, 1]","[5, 4, 1]"
615,"sim_T0.20s_d1.0_s[9.0,0.0,1.0]_m[5.0,4.0,1.0]",SCOT,146.31,126.28,0.01238,"[0.0, 131.65, 126.38, 120.81]",0.2,1.0,"[9, 0, 1]","[5, 4, 1]"
616,"sim_T0.20s_d1.0_s[9.0,0.0,1.0]_m[5.0,4.0,1.0]",ECKART,146.31,124.253,0.01502,"[0.0, 128.44, 124.62, 119.7]",0.2,1.0,"[9, 0, 1]","[5, 4, 1]"
617,"sim_T0.20s_d1.0_s[9.0,0.0,1.0]_m[5.0,4.0,1.0]",HT,146.31,126.28,0.01238,"[0.0, 131.65, 126.38, 120.81]",0.2,1.0,"[9, 0, 1]","[5, 4, 1]"
618,"sim_T0.20s_d1.0_s[9.0,0.0,1.0]_m[7.0,5.0,1.0]",Classic,128.66,101.067,0.0235,"[0.0, 106.61, 101.12, 95.47]",0.2,1.0,"[9, 0, 1]","[7, 5, 1]"
619,"sim_T0.20s_d1.0_s[9.0,0.0,1.0]_m[7.0,5.0,1.0]",ROTH,128.66,101.323,0.02306,"[0.0, 107.04, 101.33, 95.6]",0.2,1.0,"[9, 0, 1]","[7, 5, 1]"
620,"sim_T0.20s_d1.0_s[9.0,0.0,1.0]_m[7.0,5.0,1.0]",PHAT,128.66,101.323,0.02306,"[0.0, 107.04, 101.33, 95.6]",0.2,1.0,"[9, 0, 1]","[7, 5, 1]"
621,"sim_T0.20s_d1.0_s[9.0,0.0,1.0]_m[7.0,5.0,1.0]",SCOT,128.66,101.323,0.02306,"[0.0, 107.04, 101.33, 95.6]",0.2,1.0,"[9, 0, 1]","[7, 5, 1]"
622,"sim_T0.20s_d1.0_s[9.0,0.0,1.0]_m[7.0,5.0,1.0]",ECKART,128.66,99.53,0.02619,"[0.0, 104.48, 99.46, 94.65]",0.2,1.0,"[9, 0, 1]","[7, 5, 1]"
623,"sim_T0.20s_d1.0_s[9.0,0.0,1.0]_m[7.0,5.0,1.0]",HT,128.66,101.323,0.02306,"[0.0, 107.04, 101.33, 95.6]",0.2,1.0,"[9, 0, 1]","[7, 5, 1]"
624,"sim_T0.20s_d1.0_s[9.0,0.0,1.0]_m[7.0,6.0,1.0]",Classic,123.69,99.32,0.01833,"[0.0, 104.06, 99.25, 94.65]",0.2,1.0,"[9, 0, 1]","[7, 6, 1]"
625,"sim_T0.20s_d1.0_s[9.0,0.0,1.0]_m[7.0,6.0,1.0]",ROTH,123.69,99.573,0.01795,"[0.0, 104.48, 99.46, 94.78]",0.2,1.0,"[9, 0, 1]","[7, 6, 1]"
626,"sim_T0.20s_d1.0_s[9.0,0.0,1.0]_m[7.0,6.0,1.0]",PHAT,123.69,99.573,0.01795,"[0.0, 104.48, 99.46, 94.78]",0.2,1.0,"[9, 0, 1]","[7, 6, 1]"
627,"sim_T0.20s_d1.0_s[9.0,0.0,1.0]_m[7.0,6.0,1.0]",SCOT,123.69,99.573,0.01795,"[0.0, 104.48, 99.46, 94.78]",0.2,1.0,"[9, 0, 1]","[7, 6, 1]"
628,"sim_T0.20s_d1.0_s[9.0,0.0,1.0]_m[7.0,6.0,1.0]",ECKART,123.69,98.397,0.01975,"[0.0, 103.22, 98.01, 93.96]",0.2,1.0,"[9, 0, 1]","[7, 6, 1]"
629,"sim_T0.20s_d1.0_s[9.0,0.0,1.0]_m[7.0,6.0,1.0]",HT,123.69,99.573,0.01795,"[0.0, 104.48, 99.46, 94.78]",0.2,1.0,"[9, 0, 1]","[7, 6, 1]"
630,"sim_T0.20s_d1.0_s[6.0,0.0,1.0]_m[9.0,8.0,1.0]",Classic,82.875,64.207,0.01076,"[0.0, 67.3, 63.93, 61.39]",0.2,1.0,"[6, 0, 1]","[9, 8, 1]"
631,"sim_T0.20s_d1.0_s[6.0,0.0,1.0]_m[9.0,8.0,1.0]",ROTH,82.875,72.767,0.00315,"[0.0, 66.86, 90.2, 61.24]",0.2,1.0,"[6, 0, 1]","[9, 8, 1]"
632,"sim_T0.20s_d1.0_s[6.0,0.0,1.0]_m[9.0,8.0,1.0]",PHAT,82.875,72.767,0.00315,"[0.0, 66.86, 90.2, 61.24]",0.2,1.0,"[6, 0, 1]","[9, 8, 1]"
633,"sim_T0.20s_d1.0_s[6.0,0.0,1.0]_m[9.0,8.0,1.0]",SCOT,82.875,72.767,0.00315,"[0.0, 66.86, 90.2, 61.24]",0.2,1.0,"[6, 0, 1]","[9, 8, 1]"
634,"sim_T0.20s_d1.0_s[6.0,0.0,1.0]_m[9.0,8.0,1.0]",ECKART,82.875,64.293,0.01066,"[0.0, 66.41, 64.61, 61.86]",0.2,1.0,"[6, 0, 1]","[9, 8, 1]"
635,"sim_T0.20s_d1.0_s[6.0,0.0,1.0]_m[9.0,8.0,1.0]",HT,82.875,72.767,0.00315,"[0.0, 66.86, 90.2, 61.24]",0.2,1.0,"[6, 0, 1]","[9, 8, 1]"
636,"sim_T0.20s_d1.0_s[6.0,0.0,1.0]_m[5.0,5.0,1.0]",Classic,120.964,90.25,0.02912,"[0.0, 95.74, 90.2, 84.81]",0.2,1.0,"[6, 0, 1]","[5, 5, 1]"
637,"sim_T0.20s_d1.0_s[6.0,0.0,1.0]_m[5.0,5.0,1.0]",ROTH,120.964,90.34,0.02895,"[0.0, 96.15, 90.2, 84.67]",0.2,1.0,"[6, 0, 1]","[5, 5, 1]"
638,"sim_T0.20s_d1.0_s[6.0,0.0,1.0]_m[5.0,5.0,1.0]",PHAT,120.964,90.34,0.02895,"[0.0, 96.15, 90.2, 84.67]",0.2,1.0,"[6, 0, 1]","[5, 5, 1]"
639,"sim_T0.20s_d1.0_s[6.0,0.0,1.0]_m[5.0,5.0,1.0]",SCOT,120.964,90.34,0.02895,"[0.0, 96.15, 90.2, 84.67]",0.2,1.0,"[6, 0, 1]","[5, 5, 1]"
640,"sim_T0.20s_d1.0_s[6.0,0.0,1.0]_m[5.0,5.0,1.0]",ECKART,120.964,90.293,0.02903,"[0.0, 95.74, 90.2, 84.94]",0.2,1.0,"[6, 0, 1]","[5, 5, 1]"
641,"sim_T0.20s_d1.0_s[6.0,0.0,1.0]_m[5.0,5.0,1.0]",HT,120.964,90.34,0.02895,"[0.0, 96.15, 90.2, 84.67]",0.2,1.0,"[6, 0, 1]","[5, 5, 1]"
642,"sim_T0.20s_d1.0_s[6.0,0.0,1.0]_m[5.0,4.0,1.0]",Classic,126.87,90.387,0.04108,"[0.0, 97.39, 90.2, 83.57]",0.2,1.0,"[6, 0, 1]","[5, 4, 1]"
643,"sim_T0.20s_d1.0_s[6.0,0.0,1.0]_m[5.0,4.0,1.0]",ROTH,126.87,90.34,0.04119,"[0.0, 97.39, 90.2, 83.43]",0.2,1.0,"[6, 0, 1]","[5, 4, 1]"
644,"sim_T0.20s_d1.0_s[6.0,0.0,1.0]_m[5.0,4.0,1.0]",PHAT,126.87,90.34,0.04119,"[0.0, 97.39, 90.2, 83.43]",0.2,1.0,"[6, 0, 1]","[5, 4, 1]"
645,"sim_T0.20s_d1.0_s[6.0,0.0,1.0]_m[5.0,4.0,1.0]",SCOT,126.87,90.34,0.04119,"[0.0, 97.39, 90.2, 83.43]",0.2,1.0,"[6, 0, 1]","[5, 4, 1]"
646,"sim_T0.20s_d1.0_s[6.0,0.0,1.0]_m[5.0,4.0,1.0]",ECKART,126.87,90.387,0.04108,"[0.0, 96.98, 90.2, 83.98]",0.2,1.0,"[6, 0, 1]","[5, 4, 1]"
647,"sim_T0.20s_d1.0_s[6.0,0.0,1.0]_m[5.0,4.0,1.0]",HT,126.87,90.34,0.04119,"[0.0, 97.39, 90.2, 83.43]",0.2,1.0,"[6, 0, 1]","[5, 4, 1]"
648,"sim_T0.20s_d1.0_s[6.0,0.0,1.0]_m[7.0,5.0,1.0]",Classic,78.69,69.183,0.00279,"[0.0, 74.24, 68.85, 64.46]",0.2,1.0,"[6, 0, 1]","[7, 5, 1]"
649,"sim_T0.20s_d1.0_s[6.0,0.0,1.0]_m[7.0,5.0,1.0]",ROTH,78.69,69.043,0.00287,"[0.0, 73.82, 68.85, 64.46]",0.2,1.0,"[6, 0, 1]","[7, 5, 1]"
650,"sim_T0.20s_d1.0_s[6.0,0.0,1.0]_m[7.0,5.0,1.0]",PHAT,78.69,69.043,0.00287,"[0.0, 73.82, 68.85, 64.46]",0.2,1.0,"[6, 0, 1]","[7, 5, 1]"
651,"sim_T0.20s_d1.0_s[6.0,0.0,1.0]_m[7.0,5.0,1.0]",SCOT,78.69,69.043,0.00287,"[0.0, 73.82, 68.85, 64.46]",0.2,1.0,"[6, 0, 1]","[7, 5, 1]"
652,"sim_T0.20s_d1.0_s[6.0,0.0,1.0]_m[7.0,5.0,1.0]",ECKART,78.69,69.99,0.00234,"[0.0, 74.67, 69.94, 65.36]",0.2,1.0,"[6, 0, 1]","[7, 5, 1]"
653,"sim_T0.20s_d1.0_s[6.0,0.0,1.0]_m[7.0,5.0,1.0]",HT,78.69,69.043,0.00287,"[0.0, 73.82, 68.85, 64.46]",0.2,1.0,"[6, 0, 1]","[7, 5, 1]"
654,"sim_T0.20s_d1.0_s[6.0,0.0,1.0]_m[7.0,6.0,1.0]",Classic,80.538,72.36,0.00206,"[0.0, 76.78, 72.11, 68.19]",0.2,1.0,"[6, 0, 1]","[7, 6, 1]"
655,"sim_T0.20s_d1.0_s[6.0,0.0,1.0]_m[7.0,6.0,1.0]",ROTH,80.538,72.22,0.00214,"[0.0, 76.36, 72.11, 68.19]",0.2,1.0,"[6, 0, 1]","[7, 6, 1]"
656,"sim_T0.20s_d1.0_s[6.0,0.0,1.0]_m[7.0,6.0,1.0]",PHAT,80.538,72.22,0.00214,"[0.0, 76.36, 72.11, 68.19]",0.2,1.0,"[6, 0, 1]","[7, 6, 1]"
657,"sim_T0.20s_d1.0_s[6.0,0.0,1.0]_m[7.0,6.0,1.0]",SCOT,80.538,72.22,0.00214,"[0.0, 76.36, 72.11, 68.19]",0.2,1.0,"[6, 0, 1]","[7, 6, 1]"
658,"sim_T0.20s_d1.0_s[6.0,0.0,1.0]_m[7.0,6.0,1.0]",ECKART,80.538,73.263,0.00163,"[0.0, 77.62, 72.96, 69.21]",0.2,1.0,"[6, 0, 1]","[7, 6, 1]"
659,"sim_T0.20s_d1.0_s[6.0,0.0,1.0]_m[7.0,6.0,1.0]",HT,80.538,72.22,0.00214,"[0.0, 76.36, 72.11, 68.19]",0.2,1.0,"[6, 0, 1]","[7, 6, 1]"
660,"sim_T0.20s_d1.0_s[9.0,7.0,1.0]_m[9.0,8.0,1.0]",Classic,26.565,54.08,0.02337,"[0.0, 65.96, 52.08, 44.2]",0.2,1.0,"[9, 7, 1]","[9, 8, 1]"
661,"sim_T0.20s_d1.0_s[9.0,7.0,1.0]_m[9.0,8.0,1.0]",ROTH,26.565,54.08,0.02337,"[0.0, 65.96, 52.08, 44.2]",0.2,1.0,"[9, 7, 1]","[9, 8, 1]"
662,"sim_T0.20s_d1.0_s[9.0,7.0,1.0]_m[9.0,8.0,1.0]",PHAT,26.565,54.08,0.02337,"[0.0, 65.96, 52.08, 44.2]",0.2,1.0,"[9, 7, 1]","[9, 8, 1]"
663,"sim_T0.20s_d1.0_s[9.0,7.0,1.0]_m[9.0,8.0,1.0]",SCOT,26.565,54.08,0.02337,"[0.0, 65.96, 52.08, 44.2]",0.2,1.0,"[9, 7, 1]","[9, 8, 1]"
664,"sim_T0.20s_d1.0_s[9.0,7.0,1.0]_m[9.0,8.0,1.0]",ECKART,26.565,54.217,0.0236,"[0.0, 67.3, 52.34, 43.01]",0.2,1.0,"[9, 7, 1]","[9, 8, 1]"
665,"sim_T0.20s_d1.0_s[9.0,7.0,1.0]_m[9.0,8.0,1.0]",HT,26.565,54.08,0.02337,"[0.0, 65.96, 52.08, 44.2]",0.2,1.0,"[9, 7, 1]","[9, 8, 1]"
666,"sim_T0.20s_d1.0_s[9.0,7.0,1.0]_m[5.0,5.0,1.0]",Classic,161.565,144.713,0.00876,"[0.0, 150.67, 145.26, 138.21]",0.2,1.0,"[9, 7, 1]","[5, 5, 1]"
667,"sim_T0.20s_d1.0_s[9.0,7.0,1.0]_m[5.0,5.0,1.0]",ROTH,161.565,144.713,0.00876,"[0.0, 150.67, 145.26, 138.21]",0.2,1.0,"[9, 7, 1]","[5, 5, 1]"
668,"sim_T0.20s_d1.0_s[9.0,7.0,1.0]_m[5.0,5.0,1.0]",PHAT,161.565,144.713,0.00876,"[0.0, 150.67, 145.26, 138.21]",0.2,1.0,"[9, 7, 1]","[5, 5, 1]"
669,"sim_T0.20s_d1.0_s[9.0,7.0,1.0]_m[5.0,5.0,1.0]",SCOT,161.565,144.713,0.00876,"[0.0, 150.67, 145.26, 138.21]",0.2,1.0,"[9, 7, 1]","[5, 5, 1]"
670,"sim_T0.20s_d1.0_s[9.0,7.0,1.0]_m[5.0,5.0,1.0]",ECKART,161.565,142.37,0.01137,"[0.0, 143.85, 145.26, 138.0]",0.2,1.0,"[9, 7, 1]","[5, 5, 1]"
671,"sim_T0.20s_d1.0_s[9.0,7.0,1.0]_m[5.0,5.0,1.0]",HT,161.565,144.713,0.00876,"[0.0, 150.67, 145.26, 138.21]",0.2,1.0,"[9, 7, 1]","[5, 5, 1]"
672,"sim_T0.20s_d1.0_s[9.0,7.0,1.0]_m[5.0,4.0,1.0]",Classic,153.435,133.927,0.01175,"[0.0, 139.87, 134.16, 127.75]",0.2,1.0,"[9, 7, 1]","[5, 4, 1]"
673,"sim_T0.20s_d1.0_s[9.0,7.0,1.0]_m[5.0,4.0,1.0]",ROTH,153.435,134.08,0.01156,"[0.0, 139.87, 134.45, 127.92]",0.2,1.0,"[9, 7, 1]","[5, 4, 1]"
674,"sim_T0.20s_d1.0_s[9.0,7.0,1.0]_m[5.0,4.0,1.0]",PHAT,153.435,134.08,0.01156,"[0.0, 139.87, 134.45, 127.92]",0.2,1.0,"[9, 7, 1]","[5, 4, 1]"
675,"sim_T0.20s_d1.0_s[9.0,7.0,1.0]_m[5.0,4.0,1.0]",SCOT,153.435,134.08,0.01156,"[0.0, 139.87, 134.45, 127.92]",0.2,1.0,"[9, 7, 1]","[5, 4, 1]"
676,"sim_T0.20s_d1.0_s[9.0,7.0,1.0]_m[5.0,4.0,1.0]",ECKART,153.435,131.72,0.01455,"[0.0, 136.79, 131.65, 126.72]",0.2,1.0,"[9, 7, 1]","[5, 4, 1]"
677,"sim_T0.20s_d1.0_s[9.0,7.0,1.0]_m[5.0,4.0,1.0]",HT,153.435,134.08,0.01156,"[0.0, 139.87, 134.45, 127.92]",0.2,1.0,"[9, 7, 1]","[5, 4, 1]"
678,"sim_T0.20s_d1.0_s[9.0,7.0,1.0]_m[7.0,5.0,1.0]",Classic,153.435,114.38,0.04708,"[0.0, 126.89, 114.71, 101.54]",0.2,1.0,"[9, 7, 1]","[7, 5, 1]"
679,"sim_T0.20s_d1.0_s[9.0,7.0,1.0]_m[7.0,5.0,1.0]",ROTH,153.435,114.38,0.04708,"[0.0, 126.89, 114.71, 101.54]",0.2,1.0,"[9, 7, 1]","[7, 5, 1]"
680,"sim_T0.20s_d1.0_s[9.0,7.0,1.0]_m[7.0,5.0,1.0]",PHAT,153.435,114.38,0.04708,"[0.0, 126.89, 114.71, 101.54]",0.2,1.0,"[9, 7, 1]","[7, 5, 1]"
681,"sim_T0.20s_d1.0_s[9.0,7.0,1.0]_m[7.0,5.0,1.0]",SCOT,153.435,114.38,0.04708,"[0.0, 126.89, 114.71, 101.54]",0.2,1.0,"[9, 7, 1]","[7, 5, 1]"
682,"sim_T0.20s_d1.0_s[9.0,7.0,1.0]_m[7.0,5.0,1.0]",ECKART,153.435,112.74,0.05111,"[0.0, 124.37, 113.14, 100.71]",0.2,1.0,"[9, 7, 1]","[7, 5, 1]"
683,"sim_T0.20s_d1.0_s[9.0,7.0,1.0]_m[7.0,5.0,1.0]",HT,153.435,114.38,0.04708,"[0.0, 126.89, 114.71, 101.54]",0.2,1.0,"[9, 7, 1]","[7, 5, 1]"
684,"sim_T0.20s_d1.0_s[9.0,7.0,1.0]_m[7.0,6.0,1.0]",Classic,165.964,126.823,0.04728,"[0.0, 145.99, 128.44, 106.04]",0.2,1.0,"[9, 7, 1]","[7, 6, 1]"
685,"sim_T0.20s_d1.0_s[9.0,7.0,1.0]_m[7.0,6.0,1.0]",ROTH,165.964,126.823,0.04728,"[0.0, 145.99, 128.44, 106.04]",0.2,1.0,"[9, 7, 1]","[7, 6, 1]"
686,"sim_T0.20s_d1.0_s[9.0,7.0,1.0]_m[7.0,6.0,1.0]",PHAT,165.964,126.823,0.04728,"[0.0, 145.99, 128.44, 106.04]",0.2,1.0,"[9, 7, 1]","[7, 6, 1]"
687,"sim_T0.20s_d1.0_s[9.0,7.0,1.0]_m[7.0,6.0,1.0]",SCOT,165.964,126.823,0.04728,"[0.0, 145.99, 128.44, 106.04]",0.2,1.0,"[9, 7, 1]","[7, 6, 1]"
688,"sim_T0.20s_d1.0_s[9.0,7.0,1.0]_m[7.0,6.0,1.0]",ECKART,165.964,126.297,0.04856,"[0.0, 144.55, 128.44, 105.9]",0.2,1.0,"[9, 7, 1]","[7, 6, 1]"
689,"sim_T0.20s_d1.0_s[9.0,7.0,1.0]_m[7.0,6.0,1.0]",HT,165.964,126.823,0.04728,"[0.0, 145.99, 128.44, 106.04]",0.2,1.0,"[9, 7, 1]","[7, 6, 1]"
690,"sim_T0.20s_d1.0_s[6.0,9.0,1.0]_m[9.0,8.0,1.0]",Classic,45.0,15.863,0.0262,"[0.0, 18.12, 15.27, 14.2]",0.2,1.0,"[6, 9, 1]","[9, 8, 1]"
691,"sim_T0.20s_d1.0_s[6.0,9.0,1.0]_m[9.0,8.0,1.0]",ROTH,45.0,40.84,0.00053,"[0.0, 18.12, 90.2, 14.2]",0.2,1.0,"[6, 9, 1]","[9, 8, 1]"
692,"sim_T0.20s_d1.0_s[6.0,9.0,1.0]_m[9.0,8.0,1.0]",PHAT,45.0,40.84,0.00053,"[0.0, 18.12, 90.2, 14.2]",0.2,1.0,"[6, 9, 1]","[9, 8, 1]"
693,"sim_T0.20s_d1.0_s[6.0,9.0,1.0]_m[9.0,8.0,1.0]",SCOT,45.0,40.84,0.00053,"[0.0, 18.12, 90.2, 14.2]",0.2,1.0,"[6, 9, 1]","[9, 8, 1]"
694,"sim_T0.20s_d1.0_s[6.0,9.0,1.0]_m[9.0,8.0,1.0]",ECKART,45.0,11.007,0.03567,"[0.0, 18.12, 9.56, 5.34]",0.2,1.0,"[6, 9, 1]","[9, 8, 1]"
695,"sim_T0.20s_d1.0_s[6.0,9.0,1.0]_m[9.0,8.0,1.0]",HT,45.0,16.117,0.02575,"[0.0, 18.12, 16.03, 14.2]",0.2,1.0,"[6, 9, 1]","[9, 8, 1]"
696,"sim_T0.20s_d1.0_s[6.0,9.0,1.0]_m[5.0,5.0,1.0]",Classic,126.87,90.25,0.04139,"[0.0, 96.98, 90.2, 83.57]",0.2,1.0,"[6, 9, 1]","[5, 5, 1]"
697,"sim_T0.20s_d1.0_s[6.0,9.0,1.0]_m[5.0,5.0,1.0]",ROTH,126.87,90.34,0.04119,"[0.0, 97.39, 90.2, 83.43]",0.2,1.0,"[6, 9, 1]","[5, 5, 1]"
698,"sim_T0.20s_d1.0_s[6.0,9.0,1.0]_m[5.0,5.0,1.0]",PHAT,126.87,90.34,0.04119,"[0.0, 97.39, 90.2, 83.43]",0.2,1.0,"[6, 9, 1]","[5, 5, 1]"
699,"sim_T0.20s_d1.0_s[6.0,9.0,1.0]_m[5.0,5.0,1.0]",SCOT,126.87,90.34,0.04119,"[0.0, 97.39, 90.2, 83.43]",0.2,1.0,"[6, 9, 1]","[5, 5, 1]"
700,"sim_T0.20s_d1.0_s[6.0,9.0,1.0]_m[5.0,5.0,1.0]",ECKART,126.87,90.203,0.0415,"[0.0, 96.15, 90.2, 84.26]",0.2,1.0,"[6, 9, 1]","[5, 5, 1]"
701,"sim_T0.20s_d1.0_s[6.0,9.0,1.0]_m[5.0,5.0,1.0]",HT,126.87,90.34,0.04119,"[0.0, 97.39, 90.2, 83.43]",0.2,1.0,"[6, 9, 1]","[5, 5, 1]"
702,"sim_T0.20s_d1.0_s[6.0,9.0,1.0]_m[5.0,4.0,1.0]",Classic,120.964,90.25,0.02912,"[0.0, 95.74, 90.2, 84.81]",0.2,1.0,"[6, 9, 1]","[5, 4, 1]"
703,"sim_T0.20s_d1.0_s[6.0,9.0,1.0]_m[5.0,4.0,1.0]",ROTH,120.964,90.34,0.02895,"[0.0, 96.15, 90.2, 84.67]",0.2,1.0,"[6, 9, 1]","[5, 4, 1]"
704,"sim_T0.20s_d1.0_s[6.0,9.0,1.0]_m[5.0,4.0,1.0]",PHAT,120.964,90.34,0.02895,"[0.0, 96.15, 90.2, 84.67]",0.2,1.0,"[6, 9, 1]","[5, 4, 1]"
705,"sim_T0.20s_d1.0_s[6.0,9.0,1.0]_m[5.0,4.0,1.0]",SCOT,120.964,90.34,0.02895,"[0.0, 96.15, 90.2, 84.67]",0.2,1.0,"[6, 9, 1]","[5, 4, 1]"
706,"sim_T0.20s_d1.0_s[6.0,9.0,1.0]_m[5.0,4.0,1.0]",ECKART,120.964,90.477,0.02869,"[0.0, 95.74, 90.2, 85.49]",0.2,1.0,"[6, 9, 1]","[5, 4, 1]"
707,"sim_T0.20s_d1.0_s[6.0,9.0,1.0]_m[5.0,4.0,1.0]",HT,120.964,90.34,0.02895,"[0.0, 96.15, 90.2, 84.67]",0.2,1.0,"[6, 9, 1]","[5, 4, 1]"
708,"sim_T0.20s_d1.0_s[6.0,9.0,1.0]_m[7.0,5.0,1.0]",Classic,75.964,64.757,0.00388,"[0.0, 70.38, 64.38, 59.51]",0.2,1.0,"[6, 9, 1]","[7, 5, 1]"
709,"sim_T0.20s_d1.0_s[6.0,9.0,1.0]_m[7.0,5.0,1.0]",ROTH,75.964,64.61,0.00398,"[0.0, 69.94, 64.38, 59.51]",0.2,1.0,"[6, 9, 1]","[7, 5, 1]"
710,"sim_T0.20s_d1.0_s[6.0,9.0,1.0]_m[7.0,5.0,1.0]",PHAT,75.964,64.61,0.00398,"[0.0, 69.94, 64.38, 59.51]",0.2,1.0,"[6, 9, 1]","[7, 5, 1]"
711,"sim_T0.20s_d1.0_s[6.0,9.0,1.0]_m[7.0,5.0,1.0]",SCOT,75.964,64.61,0.00398,"[0.0, 69.94, 64.38, 59.51]",0.2,1.0,"[6, 9, 1]","[7, 5, 1]"
712,"sim_T0.20s_d1.0_s[6.0,9.0,1.0]_m[7.0,5.0,1.0]",ECKART,75.964,66.607,0.0027,"[0.0, 72.11, 66.63, 61.08]",0.2,1.0,"[6, 9, 1]","[7, 5, 1]"
